"","sector","categoria","trabaja","se trabaja","mes"
"1597","Servicios Sociales y Personales","asalariado sin contrato",9443.42489706,1525.67705287839,31
"1598","Administracion Publica","asalariado sin contrato",1409.46190158,849.851182503982,31
"1599","Inmobiliarias","asalariado sin contrato",122.34392337,85.9458216930767,31
"1600","Agropecuario-Silvicola","asalariado con contrato definido",3691.03122342,1380.52309808664,31
"1601","Industria Manufacturera","asalariado con contrato definido",2821.962822,835.564099477508,31
"1602","Electricidad, Gas y Agua","asalariado con contrato definido",140.69273558,140.69273558,31
"1603","Construccion","asalariado con contrato definido",3104.78097919,970.763569124,31
"1604","Comercio","asalariado con contrato definido",2547.83929489,922.135233372206,31
"1605","Hoteles y Restoranes","asalariado con contrato definido",341.18369825,198.304336889242,31
"1606","Transporte y Comunicaciones","asalariado con contrato definido",1073.04934913,528.100827153443,31
"1607","Servicios Sociales y Personales","asalariado con contrato definido",7977.26054674,1347.01516644228,31
"1608","Administracion Publica","asalariado con contrato definido",4529.6867554,1038.83214286443,31
"1609","Inmobiliarias","asalariado con contrato definido",1017.67899054,959.923671432096,31
"1610","Agropecuario-Silvicola","asalariado con contrato indefinido",8817.88313915,2316.50205853771,31
"1611","Mineria","asalariado con contrato indefinido",60.29688668,60.29688668,31
"1612","Industria Manufacturera","asalariado con contrato indefinido",9317.19961915,1832.43609569201,31
"1613","Electricidad, Gas y Agua","asalariado con contrato indefinido",1189.29180502,716.517035817426,31
"1614","Construccion","asalariado con contrato indefinido",2267.11269007,702.911828343863,31
"1615","Comercio","asalariado con contrato indefinido",12187.71083627,1798.85068828883,31
"1616","Hoteles y Restoranes","asalariado con contrato indefinido",1650.83809263,624.40841352041,31
"1617","Transporte y Comunicaciones","asalariado con contrato indefinido",3731.15936772,1029.66195810522,31
"1618","Intermediacion Financiera","asalariado con contrato indefinido",1966.37958862,652.178086827601,31
"1619","Servicios Sociales y Personales","asalariado con contrato indefinido",22374.96531004,2878.99324808565,31
"1620","Administracion Publica","asalariado con contrato indefinido",6089.61419453,1567.87658574531,31
"1621","Inmobiliarias","asalariado con contrato indefinido",1574.62504477,541.774362942835,31
"1622","Agropecuario-Silvicola","no remunerado",524.75650806,353.535674931907,31
"1623","Industria Manufacturera","no remunerado",240.31175627,240.31175627,31
"1624","Construccion","no remunerado",286.74594333,286.74594333,31
"1625","Comercio","no remunerado",2255.61867145,1038.81822350066,31
"1626","Transporte y Comunicaciones","no remunerado",76.1409491,76.1409491000001,31
"1627","Agropecuario-Silvicola","empleador",1705.68480315,658.691611467582,32
"1628","Industria Manufacturera","empleador",2836.45276362,1596.31094698074,32
"1629","Construccion","empleador",684.70815189,491.491393014627,32
"1630","Comercio","empleador",1420.98412931,672.129372976232,32
"1631","Hoteles y Restoranes","empleador",498.10649956,259.509878678401,32
"1632","Transporte y Comunicaciones","empleador",711.85530357,509.184857121468,32
"1633","Servicios Sociales y Personales","empleador",716.4311778,511.908625376903,32
"1634","Agropecuario-Silvicola","cuenta propia",8047.20281744,1601.92899421014,32
"1635","Industria Manufacturera","cuenta propia",6824.91185427,2100.55058988286,32
"1636","Construccion","cuenta propia",4173.68095597,1148.16729694848,32
"1637","Comercio","cuenta propia",16420.30546939,1844.74670500106,32
"1638","Hoteles y Restoranes","cuenta propia",2071.46644653,1033.7817451498,32
"1639","Transporte y Comunicaciones","cuenta propia",3141.0866723,833.250238500837,32
"1640","Servicios Sociales y Personales","cuenta propia",5648.26072787,1491.38404775729,32
"1641","Administracion Publica","cuenta propia",387.28934158,387.28934158,32
"1642","Inmobiliarias","cuenta propia",2314.83726069,831.603866619239,32
"1643","Agropecuario-Silvicola","asalariado sin contrato",8737.9931688,2041.8512434968,32
"1644","Industria Manufacturera","asalariado sin contrato",1208.69098371,647.355852494902,32
"1645","Construccion","asalariado sin contrato",2360.22637916,1157.82971296144,32
"1646","Comercio","asalariado sin contrato",4002.77250227,980.019764934747,32
"1647","Hoteles y Restoranes","asalariado sin contrato",1852.13006177,654.158698811017,32
"1648","Transporte y Comunicaciones","asalariado sin contrato",2769.6281211,804.998365901858,32
"1649","Servicios Sociales y Personales","asalariado sin contrato",9721.94886715,1529.33297068831,32
"1650","Administracion Publica","asalariado sin contrato",598.16102246,385.77534401727,32
"1651","Inmobiliarias","asalariado sin contrato",961.14217684,536.940550511614,32
"1652","Agropecuario-Silvicola","asalariado con contrato definido",4780.9882711,2133.66003642714,32
"1653","Industria Manufacturera","asalariado con contrato definido",2520.78745535,734.141141687962,32
"1654","Electricidad, Gas y Agua","asalariado con contrato definido",151.2993751,151.2993751,32
"1655","Construccion","asalariado con contrato definido",3419.25377764,995.637915524924,32
"1656","Comercio","asalariado con contrato definido",2677.19137295,854.825857750183,32
"1657","Hoteles y Restoranes","asalariado con contrato definido",421.87259479,201.695426755005,32
"1658","Transporte y Comunicaciones","asalariado con contrato definido",940.95754008,489.813554694896,32
"1659","Servicios Sociales y Personales","asalariado con contrato definido",8469.0835348,1449.08394115716,32
"1660","Administracion Publica","asalariado con contrato definido",4379.84678656,1084.14249443618,32
"1661","Inmobiliarias","asalariado con contrato definido",511.03973478,368.351435162231,32
"1662","Agropecuario-Silvicola","asalariado con contrato indefinido",9065.8212923,2462.35561001087,32
"1663","Mineria","asalariado con contrato indefinido",64.84258933,64.84258933,32
"1664","Industria Manufacturera","asalariado con contrato indefinido",10475.01856993,1871.88349411645,32
"1665","Electricidad, Gas y Agua","asalariado con contrato indefinido",1202.85889095,722.784978044249,32
"1666","Construccion","asalariado con contrato indefinido",1334.46568078,530.377709442391,32
"1667","Comercio","asalariado con contrato indefinido",11207.77599085,1759.9700552879,32
"1668","Hoteles y Restoranes","asalariado con contrato indefinido",1442.12061766,560.302322460937,32
"1669","Transporte y Comunicaciones","asalariado con contrato indefinido",2591.69625551,807.687101079416,32
"1670","Intermediacion Financiera","asalariado con contrato indefinido",1914.40341292,658.991561480883,32
"1671","Servicios Sociales y Personales","asalariado con contrato indefinido",24514.19982664,3308.29673643733,32
"1672","Administracion Publica","asalariado con contrato indefinido",5591.89779903,1570.0821820314,32
"1673","Inmobiliarias","asalariado con contrato indefinido",1066.32965508,419.782452889552,32
"1674","Agropecuario-Silvicola","no remunerado",774.98723299,401.836293932556,32
"1675","Industria Manufacturera","no remunerado",575.67043223,412.409679755991,32
"1676","Comercio","no remunerado",2677.62740826,1069.03042767823,32
"1677","Hoteles y Restoranes","no remunerado",954.59561561,765.14312587843,32
"1678","Agropecuario-Silvicola","empleador",1706.56492006,657.037949610449,33
"1679","Industria Manufacturera","empleador",3542.42088552,1625.99039764241,33
"1680","Construccion","empleador",284.33517249,284.33517249,33
"1681","Comercio","empleador",1579.20634677,681.529788184215,33
"1682","Hoteles y Restoranes","empleador",307.95614993,179.371870744934,33
"1683","Transporte y Comunicaciones","empleador",724.38876799,517.200211644101,33
"1684","Servicios Sociales y Personales","empleador",722.63233126,516.144023416636,33
"1685","Agropecuario-Silvicola","cuenta propia",7713.29118128,1595.10686586698,33
"1686","Industria Manufacturera","cuenta propia",5968.61385823,2102.96823079062,33
"1687","Construccion","cuenta propia",3571.24360462,1120.01611087271,33
"1688","Comercio","cuenta propia",17206.07706437,2066.99183166674,33
"1689","Hoteles y Restoranes","cuenta propia",2183.28659088,1052.24372298733,33
"1690","Transporte y Comunicaciones","cuenta propia",2745.69249602,825.362099277672,33
"1691","Servicios Sociales y Personales","cuenta propia",6157.45615899,1536.74585045548,33
"1692","Administracion Publica","cuenta propia",387.74710562,387.74710562,33
"1693","Inmobiliarias","cuenta propia",2133.92251636,764.224327943624,33
"1694","Agropecuario-Silvicola","asalariado sin contrato",7833.79596925,2008.36424626915,33
"1695","Industria Manufacturera","asalariado sin contrato",1653.64055186,923.541124822019,33
"1696","Construccion","asalariado sin contrato",2885.50199118,1144.51083874751,33
"1697","Comercio","asalariado sin contrato",4233.20938641,1072.60725787061,33
"1698","Hoteles y Restoranes","asalariado sin contrato",2022.61915335,715.446304781616,33
"1699","Transporte y Comunicaciones","asalariado sin contrato",3602.69072012,1119.02208185154,33
"1700","Servicios Sociales y Personales","asalariado sin contrato",10128.20087422,1863.1467070339,33
"1701","Administracion Publica","asalariado sin contrato",675.64186941,440.966782571561,33
"1702","Inmobiliarias","asalariado sin contrato",1355.25080215,618.85973013407,33
"1703","Agropecuario-Silvicola","asalariado con contrato definido",4494.20756856,2117.55358402633,33
"1704","Industria Manufacturera","asalariado con contrato definido",1915.23454774,655.929551094514,33
"1705","Electricidad, Gas y Agua","asalariado con contrato definido",154.3551435,154.3551435,33
"1706","Construccion","asalariado con contrato definido",3113.25128051,879.334622910487,33
"1707","Comercio","asalariado con contrato definido",2863.10119498,1044.9347572564,33
"1708","Hoteles y Restoranes","asalariado con contrato definido",424.49344374,202.780151732033,33
"1709","Transporte y Comunicaciones","asalariado con contrato definido",524.68441531,431.66560684109,33
"1710","Servicios Sociales y Personales","asalariado con contrato definido",7519.65286094,1402.3870261962,33
"1711","Administracion Publica","asalariado con contrato definido",5552.90224015,1230.45365138883,33
"1712","Inmobiliarias","asalariado con contrato definido",1662.57304487,850.495383745344,33
"1713","Agropecuario-Silvicola","asalariado con contrato indefinido",9047.10300845,2529.70678618589,33
"1714","Mineria","asalariado con contrato indefinido",66.15220435,66.15220435,33
"1715","Industria Manufacturera","asalariado con contrato indefinido",11502.62504168,1958.54009794997,33
"1716","Electricidad, Gas y Agua","asalariado con contrato indefinido",1202.77423015,720.998483850909,33
"1717","Construccion","asalariado con contrato indefinido",1501.21030868,576.057593920924,33
"1718","Comercio","asalariado con contrato indefinido",12121.67071502,2059.29648909255,33
"1719","Hoteles y Restoranes","asalariado con contrato indefinido",1472.28150641,571.761349874434,33
"1720","Transporte y Comunicaciones","asalariado con contrato indefinido",2547.59440149,852.114896314093,33
"1721","Intermediacion Financiera","asalariado con contrato indefinido",2055.48121122,666.435480604627,33
"1722","Servicios Sociales y Personales","asalariado con contrato indefinido",23981.11967755,3233.49582173826,33
"1723","Administracion Publica","asalariado con contrato indefinido",6706.42941218,2010.72723096769,33
"1724","Inmobiliarias","asalariado con contrato indefinido",1545.75582647,646.966904833307,33
"1725","Agropecuario-Silvicola","no remunerado",1568.97016422,818.096329390033,33
"1726","Industria Manufacturera","no remunerado",575.05816532,412.142999986713,33
"1727","Comercio","no remunerado",2460.83138341,1018.80821520745,33
"1728","Hoteles y Restoranes","no remunerado",980.70879233,789.760015770011,33
"1729","Agropecuario-Silvicola","empleador",1466.67496678,637.252994889034,34
"1730","Industria Manufacturera","empleador",2972.90648862,1611.51364172007,34
"1731","Construccion","empleador",593.6129488,400.719620393356,34
"1732","Comercio","empleador",1541.58045788,665.815015770321,34
"1733","Hoteles y Restoranes","empleador",206.25154365,148.076396175999,34
"1734","Transporte y Comunicaciones","empleador",411.47695282,411.47695282,34
"1735","Servicios Sociales y Personales","empleador",777.80559606,520.586773504934,34
"1736","Agropecuario-Silvicola","cuenta propia",8080.34960308,1808.25700835384,34
"1737","Industria Manufacturera","cuenta propia",5485.41872059,1916.47163051361,34
"1738","Construccion","cuenta propia",2026.45969316,891.582724568023,34
"1739","Comercio","cuenta propia",18137.5694254,2092.05380628889,34
"1740","Hoteles y Restoranes","cuenta propia",1587.70044085,883.968435454783,34
"1741","Transporte y Comunicaciones","cuenta propia",3413.20789201,947.974043865316,34
"1742","Servicios Sociales y Personales","cuenta propia",5105.59130803,1375.16253535355,34
"1743","Administracion Publica","cuenta propia",389.64742039,389.64742039,34
"1744","Inmobiliarias","cuenta propia",1781.31016309,654.579217772386,34
"1745","Agropecuario-Silvicola","asalariado sin contrato",9252.26096959,2131.58449175152,34
"1746","Industria Manufacturera","asalariado sin contrato",1567.5274574,891.177309445636,34
"1747","Construccion","asalariado sin contrato",3144.13993334,1174.07642927009,34
"1748","Comercio","asalariado sin contrato",4097.15183717,1029.5334996895,34
